base_price,competitor_price,inventory,inventory_ratio,day_of_week,is_weekend,month,is_holiday,demand_rolling_7d,demand_rolling_30d,demand_momentum,is_low_stock,is_critical_stock,price_gap,price_gap_pct,is_cheaper,is_overpriced,competitor_price_trend,competitor_trending_up,hour,quarter,is_peak_hour,is_month_end,price_elasticity,category_Books,category_Clothing,category_Electronics,category_Furniture,category_Groceries,season_autumn,season_spring,season_summer,season_winter,stock_tier_critical,stock_tier_low,stock_tier_medium,stock_tier_high,demand
4969.86,4685.49,456,0.912,2,0,4,0,88.71,91.12,-2.41,0,0,284.37,6.07,0,0,2687.82,1,17,2,0,0,-0.7628,0,0,0,1,0,0,1,0,0,0,0,0,1,52
1608.95,1301.9,394,0.788,5,1,4,0,83.57,86.78,-3.21,0,0,307.05,23.58,0,1,3053.46,0,21,2,1,0,-1.7347,0,1,0,0,0,0,1,0,0,0,0,0,1,113
4030.96,3693.32,427,0.854,1,0,5,0,87.86,89.4,-1.54,0,0,337.64,9.14,0,0,2769.76,1,7,2,0,0,-0.341,0,0,0,0,1,0,1,0,0,0,0,0,1,55
3467.45,3817.28,355,0.71,0,0,5,0,82.0,86.27,-4.27,0,0,-349.83,-9.16,1,0,2785.28,1,16,2,0,0,-2.9914,0,1,0,0,0,0,1,0,0,0,0,0,1,78
1382.84,1518.87,453,0.906,5,1,5,0,82.86,85.58,-2.72,0,0,-136.03,-8.96,1,0,2906.7,0,0,2,0,0,-0.5331,1,0,0,0,0,0,1,0,0,0,0,0,1,103
3458.57,2818.94,77,0.154,3,0,6,0,81.86,86.92,-5.06,1,0,639.63,22.69,0,1,2896.78,0,8,2,0,0,-0.1876,0,0,0,0,1,0,0,1,0,0,1,0,0,74
4508.87,5321.6,54,0.108,1,0,6,1,82.14,86.0,-3.86,1,0,-812.73,-15.27,1,0,2921.55,1,18,2,1,0,-0.0445,0,1,0,0,0,0,0,1,0,0,1,0,0,73
3908.47,3482.17,226,0.452,5,1,7,0,78.29,85.13,-6.84,0,0,426.3,12.24,0,0,3308.2,1,19,3,1,0,0.2057,0,1,0,0,0,0,0,1,0,0,0,1,0,71
1333.93,1501.02,431,0.862,0,0,7,0,81.0,84.25,-3.25,0,0,-167.09,-11.13,1,0,3136.3,0,23,3,0,0,-0.3849,0,0,0,1,0,0,0,1,0,0,0,0,1,89
3229.52,3807.56,475,0.95,0,0,7,0,77.57,84.53,-6.96,0,0,-578.04,-15.18,1,0,3164.74,1,18,3,1,0,-0.1423,0,0,0,1,0,0,0,1,0,0,0,0,1,71
1657.72,1510.32,432,0.864,0,0,8,0,79.86,83.78,-3.92,0,0,147.4,9.76,0,0,3181.06,0,13,3,1,0,-0.5498,0,1,0,0,0,0,0,1,0,0,0,0,1,90
857.18,714.14,345,0.69,5,1,8,0,81.57,84.11,-2.54,0,0,143.04,20.03,0,1,2851.5,0,13,3,1,0,-0.6903,0,0,0,1,0,0,0,1,0,0,0,0,1,120
1329.7,1183.92,21,0.042,6,1,9,0,84.0,85.9,-1.9,1,1,145.78,12.31,0,0,2736.54,0,4,3,0,0,0.0454,1,0,0,0,0,1,0,0,0,1,0,0,0,123
2206.32,2318.59,192,0.384,2,0,9,0,91.0,87.67,3.33,0,0,-112.27,-4.84,1,0,2502.96,0,10,3,1,0,-0.148,1,0,0,0,0,1,0,0,0,0,0,1,0,111
3209.46,2858.06,66,0.132,4,0,9,0,96.43,88.73,7.7,1,0,351.4,12.3,0,0,2073.96,1,18,3,1,0,-0.6341,0,0,0,1,0,1,0,0,0,0,1,0,0,79
709.43,635.58,465,0.93,5,1,9,0,97.57,88.3,9.27,0,0,73.85,11.62,0,0,1984.8,0,11,3,1,0,-0.4063,0,0,0,1,0,1,0,0,0,0,0,0,1,104
2085.23,2462.87,341,0.682,5,1,10,0,99.71,88.96,10.75,0,0,-377.64,-15.33,1,0,1861.17,1,10,4,1,0,-0.0099,0,0,1,0,0,1,0,0,0,0,0,0,1,102
1199.09,1266.3,58,0.116,6,1,10,0,104.14,89.48,14.66,1,0,-67.21,-5.31,1,0,1669.07,0,14,4,0,0,-0.646,1,0,0,0,0,1,0,0,0,0,1,0,0,130
3329.87,3614.25,8,0.016,5,1,10,0,109.86,91.04,18.82,1,1,-284.38,-7.87,1,0,1634.21,1,12,4,1,0,-0.0996,0,0,0,0,1,1,0,0,0,1,0,0,0,107
1871.16,1504.72,469,0.938,3,0,11,0,108.0,91.63,16.37,0,0,366.44,24.35,0,1,2048.51,0,20,4,1,0,0.2133,0,0,1,0,0,1,0,0,0,0,0,0,1,97
4778.67,5576.39,400,0.8,4,0,11,0,104.29,91.82,12.47,0,0,-797.72,-14.31,1,0,2094.34,1,2,4,0,0,-0.2123,0,1,0,0,0,1,0,0,0,0,0,0,1,65
847.37,856.18,274,0.548,5,1,11,0,97.71,90.9,6.81,0,0,-8.81,-1.03,1,0,2559.74,0,22,4,0,0,-1.3464,0,0,0,1,0,1,0,0,0,0,0,0,1,137
4207.71,3492.28,118,0.236,5,1,11,1,106.0,92.43,13.57,1,0,715.43,20.49,0,1,2273.76,1,12,4,1,0,-0.0957,0,0,1,0,0,1,0,0,0,0,1,0,0,85
3320.61,3954.63,195,0.39,2,0,11,0,103.29,91.67,11.62,0,0,-634.02,-16.03,1,0,2681.86,1,4,4,0,1,0.3348,0,1,0,0,0,1,0,0,0,0,0,1,0,79
3707.91,3265.7,67,0.134,3,0,12,0,100.0,91.37,8.63,1,0,442.21,13.54,0,0,2894.96,1,18,4,1,0,0.4341,0,0,0,0,1,0,0,0,1,0,1,0,0,83
1691.14,1875.22,247,0.494,0,0,1,0,93.29,91.37,1.92,0,0,-184.08,-9.82,1,0,3180.59,0,5,1,0,0,-0.2437,1,0,0,0,0,0,0,0,1,0,0,1,0,94
3480.78,3894.12,422,0.844,1,0,2,0,91.43,91.3,0.13,0,0,-413.34,-10.61,1,0,2932.16,1,20,1,1,0,-0.1809,1,0,0,0,0,0,0,0,1,0,0,0,1,76
358.89,379.94,70,0.14,2,0,2,0,88.43,91.43,-3.0,1,0,-21.05,-5.54,1,0,3273.5,0,11,1,1,0,-0.6455,0,0,1,0,0,0,0,0,1,0,1,0,0,120
1355.73,1523.13,38,0.076,3,0,2,1,96.29,91.77,4.52,1,1,-167.4,-10.99,1,0,2531.15,0,12,1,1,0,-0.015,0,1,0,0,0,0,0,0,1,1,0,0,0,115
3861.65,4130.25,497,0.994,0,0,1,0,87.0,87.0,0.0,0,0,-268.6,-6.5,1,0,1935.1,1,21,1,1,0,-0.1327,0,0,1,0,0,0,0,0,1,0,0,0,1,75
3558.09,4199.1,399,0.798,0,0,1,0,81.0,81.0,0.0,0,0,-641.01,-15.27,1,0,3032.68,1,3,1,0,0,-0.6785,0,0,0,0,1,0,0,0,1,0,0,0,1,79
2607.44,2295.23,259,0.518,6,1,1,1,80.33,80.33,0.0,0,0,312.21,13.6,0,0,3421.48,0,6,1,0,0,-2.132,0,1,0,0,0,0,0,0,1,0,0,0,1,124
1854.28,2119.71,437,0.874,3,0,1,0,91.25,91.25,0.0,0,0,-265.43,-12.52,1,0,3139.92,0,0,1,0,0,0.9493,0,0,0,0,1,0,0,0,1,0,0,0,1,90
4970.29,5381.71,179,0.358,5,1,2,0,91.0,91.0,0.0,0,0,-411.42,-7.64,1,0,2935.88,1,10,1,1,0,-0.1455,0,0,0,0,1,0,0,0,1,0,0,1,0,68
1775.1,1446.61,140,0.28,0,0,2,0,87.17,87.17,0.0,0,0,328.49,22.71,0,1,3343.52,0,12,1,1,0,-0.5261,0,0,0,0,1,0,0,0,1,0,0,1,0,91
4689.45,5151.04,324,0.648,2,0,2,0,87.71,87.71,0.0,0,0,-461.59,-8.96,1,0,3072.53,1,5,1,0,0,-0.174,0,0,0,1,0,0,0,0,1,0,0,0,1,65
4097.09,4429.1,150,0.3,2,0,2,0,84.57,84.88,-0.31,0,0,-332.01,-7.5,1,0,3531.95,1,3,1,0,0,-1.7051,0,0,0,0,1,0,0,0,1,0,0,1,0,79
4064.53,4328.62,36,0.072,0,0,2,0,85.14,84.22,0.92,1,1,-264.09,-6.1,1,0,3574.64,1,11,1,1,0,-4.7784,0,0,1,0,0,0,0,0,1,1,0,0,0,82
1061.8,1061.77,277,0.554,5,1,3,0,85.57,84.0,1.57,0,0,0.03,0.0,0,0,3593.15,0,6,1,0,0,-0.3136,0,0,0,0,1,0,1,0,0,0,0,0,1,101
2150.66,2147.62,394,0.788,1,0,3,1,82.29,85.55,-3.26,0,0,3.04,0.14,0,0,3416.94,0,0,1,0,1,-0.2703,0,0,1,0,0,0,1,0,0,0,0,0,1,73
2112.57,1986.07,362,0.724,6,1,4,0,79.86,84.5,-4.64,0,0,126.5,6.37,0,0,3420.92,0,12,2,1,0,-10.0,0,0,1,0,0,0,1,0,0,0,0,0,1,106
3078.1,2995.27,72,0.144,4,0,4,0,85.29,86.15,-0.86,1,0,82.83,2.77,0,0,2935.83,1,9,2,0,1,-0.2271,1,0,0,0,0,0,1,0,0,0,1,0,0,95
2654.41,2972.79,488,0.976,1,0,5,0,85.86,86.79,-0.93,0,0,-318.38,-10.71,1,0,3157.07,0,1,2,0,0,0.6883,0,0,0,0,1,0,1,0,0,0,0,0,1,86
3542.95,3555.98,206,0.412,2,0,5,0,88.86,86.73,2.13,0,0,-13.03,-0.37,1,0,2845.89,1,4,2,0,0,-0.2432,1,0,0,0,0,0,1,0,0,0,0,1,0,79
2858.33,2772.66,262,0.524,6,1,5,0,88.86,86.25,2.61,0,0,85.67,3.09,0,0,2721.16,1,7,2,0,0,-1.5067,0,1,0,0,0,0,1,0,0,0,0,0,1,102
3816.77,3571.4,376,0.752,6,1,5,0,91.71,87.18,4.53,0,0,245.37,6.87,0,0,2498.88,1,8,2,0,1,-1.0818,0,0,0,0,1,0,1,0,0,0,0,0,1,65
2292.47,2057.2,403,0.806,2,0,5,0,86.57,85.94,0.63,0,0,235.27,11.44,0,0,2857.4,0,12,2,1,1,-0.7319,0,0,0,0,1,0,1,0,0,0,0,0,1,84
4856.97,4016.55,82,0.164,5,1,6,0,88.14,85.84,2.3,1,0,840.42,20.92,0,1,2844.48,1,4,2,0,0,-0.1383,1,0,0,0,0,0,0,1,0,0,1,0,0,71
2757.84,2378.29,147,0.294,5,1,6,0,83.14,85.1,-1.96,0,0,379.55,15.96,0,0,3134.55,0,8,2,0,0,-0.8147,0,0,0,1,0,0,0,1,0,0,0,1,0,96
2887.9,2668.82,372,0.744,3,0,6,0,83.29,85.62,-2.33,0,0,219.08,8.21,0,0,3046.41,0,7,2,0,0,-3.0923,0,0,0,1,0,0,0,1,0,0,0,0,1,82
3841.04,3771.92,456,0.912,5,1,6,0,82.71,85.45,-2.74,0,0,69.12,1.83,0,0,3002.99,1,4,2,0,0,0.2956,0,0,1,0,0,0,0,1,0,0,0,0,1,90
2580.24,2589.4,340,0.68,2,0,6,0,84.29,85.65,-1.36,0,0,-9.16,-0.35,1,0,3033.83,0,17,2,0,0,-0.2031,0,0,0,1,0,0,0,1,0,0,0,0,1,96
503.18,532.02,300,0.6,1,0,6,0,83.43,86.08,-2.65,0,0,-28.84,-5.42,1,0,3007.65,0,21,2,1,0,-0.1423,0,0,0,0,1,0,0,1,0,0,0,0,1,107
4630.51,4464.19,142,0.284,2,0,7,0,89.43,86.92,2.51,0,0,166.32,3.73,0,0,2573.46,1,16,3,0,0,-0.0365,0,1,0,0,0,0,0,1,0,0,0,1,0,75
2363.68,1907.92,314,0.628,0,0,8,0,88.14,86.46,1.68,0,0,455.76,23.89,0,1,2917.31,0,10,3,1,0,-0.572,0,1,0,0,0,0,0,1,0,0,0,0,1,96
4141.17,3489.5,20,0.04,1,0,9,0,91.71,86.81,4.9,1,1,651.67,18.68,0,0,2616.08,1,15,3,0,0,-0.0277,1,0,0,0,0,1,0,0,0,1,0,0,0,94
2777.26,3324.45,259,0.518,2,0,10,0,91.43,87.07,4.36,0,0,-547.19,-16.46,1,0,2774.82,1,17,4,0,0,0.2907,0,1,0,0,0,1,0,0,0,0,0,0,1,85
4230.63,5057.95,1,0.002,2,0,10,0,91.86,87.0,4.86,1,1,-827.32,-16.36,1,0,2868.49,1,12,4,1,0,-0.2248,0,0,0,1,0,1,0,0,0,1,0,0,0,75
1515.12,1683.21,368,0.736,6,1,11,0,89.71,86.6,3.11,0,0,-168.09,-9.99,1,0,3052.2,0,18,4,1,0,-0.7478,0,0,1,0,0,1,0,0,0,0,0,0,1,111
2660.07,2871.52,316,0.632,3,0,11,0,91.86,87.4,4.46,0,0,-211.45,-7.36,1,0,2922.75,0,12,4,1,0,-0.2861,1,0,0,0,0,1,0,0,0,0,0,0,1,87
4130.45,3321.48,471,0.942,5,1,11,0,89.0,87.8,1.2,0,0,808.97,24.36,0,1,3256.96,1,0,4,0,0,0.0208,0,0,0,0,1,1,0,0,0,0,0,0,1,88
2356.61,2110.55,205,0.41,1,0,11,0,90.86,88.1,2.76,0,0,246.06,11.66,0,0,3093.72,0,7,4,0,1,-0.1588,0,0,0,1,0,1,0,0,0,0,0,1,0,94
3268.35,3400.22,4,0.008,3,0,11,0,90.57,87.1,3.47,1,1,-131.87,-3.88,1,0,3122.67,1,0,4,0,1,-0.0275,0,0,1,0,0,1,0,0,0,1,0,0,0,93
2656.31,2956.31,336,0.672,3,0,11,0,90.43,87.2,3.23,0,0,-300.0,-10.15,1,0,3109.91,0,3,4,0,1,0.0574,0,0,1,0,0,1,0,0,0,0,0,0,1,92
246.0,284.27,414,0.828,3,0,12,0,91.43,88.0,3.43,0,0,-38.27,-13.46,1,0,3057.32,0,21,4,1,0,-0.2036,0,0,1,0,0,0,0,0,1,0,0,0,1,109
4880.61,4933.38,10,0.02,4,0,12,0,96.29,88.6,7.69,1,1,-52.77,-1.07,1,0,2375.37,1,7,4,0,0,-0.0185,0,0,0,0,1,0,0,0,1,1,0,0,0,71
898.97,797.84,494,0.988,6,1,12,0,90.57,88.8,1.77,0,0,101.13,12.68,0,0,2839.68,0,22,4,0,0,-0.7251,0,1,0,0,0,0,0,0,1,0,0,0,1,113
3886.37,4564.08,322,0.644,0,0,12,1,94.29,89.93,4.36,0,0,-677.71,-14.85,1,0,2543.44,1,17,4,0,0,-0.1545,0,1,0,0,0,0,0,0,1,0,0,0,1,55
3828.23,3868.82,167,0.334,5,1,12,0,89.57,89.03,0.54,0,0,-40.59,-1.05,1,0,2720.95,1,21,4,1,0,-10.0,0,0,0,0,1,0,0,0,1,0,0,1,0,98
2411.53,2011.91,477,0.954,1,0,1,0,90.14,88.93,1.21,0,0,399.62,19.86,0,0,2972.13,0,3,1,0,0,0.386,0,1,0,0,0,0,0,0,1,0,0,0,1,84
3526.64,3278.35,100,0.2,3,0,1,1,88.86,89.3,-0.44,1,0,248.29,7.57,0,0,2773.8,1,1,1,0,0,0.3089,0,0,1,0,0,0,0,0,1,0,1,0,0,96
4637.9,3870.78,326,0.652,1,0,1,0,89.43,88.97,0.46,0,0,767.12,19.82,0,0,2819.81,1,2,1,0,0,-0.7273,0,0,0,0,1,0,0,0,1,0,0,0,1,74
3240.04,2796.6,340,0.68,1,0,1,0,84.43,88.27,-3.84,0,0,443.44,15.86,0,0,3332.17,0,18,1,1,0,-0.269,0,0,1,0,0,0,0,0,1,0,0,0,1,80
1106.92,1182.76,323,0.646,0,0,1,0,85.71,88.07,-2.36,0,0,-75.84,-6.41,1,0,3026.91,0,13,1,1,1,-0.2278,0,1,0,0,0,0,0,0,1,0,0,0,1,92
4451.61,3671.34,103,0.206,0,0,1,0,117.0,117.0,0.0,1,0,780.27,21.25,0,1,2613.87,1,14,1,0,0,-0.3331,0,0,1,0,0,0,0,0,1,0,1,0,0,80
895.24,815.05,239,0.478,2,0,1,0,98.5,98.5,0.0,0,0,80.19,9.84,0,0,3142.6,0,20,1,1,0,-0.1252,1,0,0,0,0,0,0,0,1,0,0,1,0,88
219.27,175.95,485,0.97,4,0,1,0,95.0,95.0,0.0,0,0,43.32,24.62,0,1,2366.75,0,9,1,0,0,-0.1053,0,1,0,0,0,0,0,0,1,0,0,0,1,95
3599.04,2983.03,311,0.622,4,0,1,0,95.0,95.0,0.0,0,0,616.01,20.65,0,1,1819.05,1,6,1,0,0,-0.0205,0,0,0,0,1,0,0,0,1,0,0,0,1,65
3723.36,3299.86,274,0.548,0,0,2,0,89.0,89.0,0.0,0,0,423.5,12.83,0,0,2051.85,1,7,1,0,0,6.6807,0,0,0,0,1,0,0,0,1,0,0,0,1,80
3245.07,3020.04,379,0.758,6,1,3,1,87.5,87.5,0.0,0,0,225.03,7.45,0,0,2259.85,1,6,1,0,0,-1.1677,0,0,0,1,0,0,1,0,0,0,0,0,1,92
4738.23,5369.57,158,0.316,1,0,4,1,88.14,88.14,0.0,0,0,-631.34,-11.76,1,0,2368.45,1,0,2,0,0,-0.378,0,0,1,0,0,0,1,0,0,0,0,1,0,76
4779.58,4414.12,260,0.52,6,1,4,0,82.29,86.62,-4.33,0,0,365.46,8.28,0,0,2762.12,1,23,2,0,0,-4.5232,0,1,0,0,0,0,1,0,0,0,0,0,1,73
1414.4,1601.58,164,0.328,6,1,4,0,81.29,85.11,-3.82,0,0,-187.18,-11.69,1,0,2868.23,0,17,2,0,0,-1.1479,1,0,0,0,0,0,1,0,0,0,0,1,0,132
1145.11,1102.33,346,0.692,6,1,4,1,87.57,89.8,-2.23,0,0,42.78,3.88,0,0,2980.59,0,18,2,1,0,0.3183,0,0,0,0,1,0,1,0,0,0,0,0,1,124
3500.11,4161.4,70,0.14,1,0,4,0,91.71,92.91,-1.2,1,0,-661.29,-15.89,1,0,3112.93,1,8,2,0,0,-0.149,0,0,0,1,0,0,1,0,0,0,1,0,0,86
4496.45,5060.73,173,0.346,1,0,4,0,94.71,92.33,2.38,0,0,-564.28,-11.15,1,0,3281.27,1,14,2,0,0,-0.5719,0,0,0,0,1,0,1,0,0,0,0,1,0,72
1803.39,1953.68,200,0.4,3,0,5,0,93.57,90.77,2.8,0,0,-150.29,-7.69,1,0,3532.82,0,20,2,1,0,-0.9276,1,0,0,0,0,0,1,0,0,0,0,1,0,112
2064.7,2255.27,289,0.578,6,1,5,0,96.43,92.29,4.14,0,0,-190.57,-8.45,1,0,3380.49,0,4,2,0,1,-0.0616,0,0,0,1,0,0,1,0,0,0,0,0,1,111
4994.77,5028.97,423,0.846,0,0,6,0,101.43,93.53,7.9,0,0,-34.2,-0.68,1,0,2935.59,1,15,2,0,0,-0.3301,0,1,0,0,0,0,0,1,0,0,0,0,1,59
2852.65,2812.57,248,0.496,0,0,6,0,99.43,91.38,8.05,0,0,40.08,1.43,0,0,3023.42,0,6,2,0,0,-1.067,0,0,1,0,0,0,0,1,0,0,0,1,0,86
4450.73,4079.45,186,0.372,4,0,6,0,92.86,91.06,1.8,0,0,371.28,9.1,0,0,3196.42,1,1,2,0,1,-0.1661,0,0,0,0,1,0,0,1,0,0,0,1,0,78
1852.93,1774.46,63,0.126,4,0,6,0,86.29,90.33,-4.04,1,0,78.47,4.42,0,0,3621.72,0,13,2,1,1,-0.7248,0,0,0,1,0,0,0,1,0,0,1,0,0,111
290.2,277.8,283,0.566,3,0,7,0,89.86,91.42,-1.56,0,0,12.4,4.46,0,0,3280.73,0,18,3,1,0,-0.1175,0,0,0,0,1,0,0,1,0,0,0,0,1,122
4694.73,4031.89,292,0.584,5,1,7,0,97.0,92.95,4.05,0,0,662.84,16.44,0,0,2597.46,1,0,3,0,1,-0.0254,0,0,1,0,0,0,0,1,0,0,0,0,1,75
4766.38,4426.12,228,0.456,5,1,8,0,91.71,92.1,-0.39,0,0,340.26,7.69,0,0,2894.34,1,17,3,0,0,6.9891,0,1,0,0,0,0,0,1,0,0,0,1,0,83
4738.88,5444.53,230,0.46,4,0,8,0,87.71,91.68,-3.97,0,0,-705.65,-12.96,1,0,3204.47,1,20,3,1,0,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0,73
3925.38,3383.22,67,0.134,0,0,8,0,89.71,90.87,-1.16,1,0,542.16,16.02,0,0,3263.83,1,13,3,1,1,-0.2394,0,0,1,0,0,0,0,1,0,0,1,0,0,76
3856.47,3867.52,406,0.812,3,0,8,0,88.29,90.25,-1.96,0,0,-11.05,-0.29,1,0,3345.35,1,11,3,1,1,8.9943,0,0,1,0,0,0,0,1,0,0,0,0,1,64
1576.36,1531.89,236,0.472,2,0,9,0,86.29,89.2,-2.91,0,0,44.47,2.9,0,0,3315.08,0,12,3,1,0,-0.9778,0,1,0,0,0,1,0,0,0,0,0,1,0,101
1602.62,1562.76,485,0.97,0,0,10,0,84.86,89.65,-4.79,0,0,39.86,2.55,0,0,3280.42,0,7,4,0,0,-7.1322,0,1,0,0,0,1,0,0,0,0,0,0,1,89
1244.78,1311.32,167,0.334,2,0,10,0,80.14,89.63,-9.49,0,0,-66.54,-5.07,1,0,3463.99,0,1,4,0,0,-1.0064,0,0,1,0,0,1,0,0,0,0,0,1,0,109
1209.94,1338.22,447,0.894,5,1,10,0,85.0,90.32,-5.32,0,0,-128.28,-9.59,1,0,3075.34,0,11,4,1,0,-0.3278,0,0,1,0,0,1,0,0,0,0,0,0,1,110
2150.87,1795.27,385,0.77,2,0,10,0,88.86,91.0,-2.14,0,0,355.6,19.81,0,0,2634.21,0,20,4,1,0,-0.2922,0,0,0,1,0,1,0,0,0,0,0,0,1,85
4259.27,3554.62,494,0.988,4,0,10,0,90.57,90.8,-0.23,0,0,704.65,19.82,0,0,2112.89,1,6,4,0,0,-0.348,0,0,0,0,1,1,0,0,0,0,0,0,1,56
553.74,492.46,410,0.82,2,0,11,0,87.71,88.77,-1.06,0,0,61.28,12.44,0,0,2137.37,0,20,4,1,0,-0.821,0,0,0,1,0,1,0,0,0,0,0,0,1,96
422.22,483.89,212,0.424,5,1,11,0,92.29,89.3,2.99,0,0,-61.67,-12.74,1,0,1655.22,0,10,4,1,0,-0.7894,0,1,0,0,0,1,0,0,0,0,0,1,0,114
1189.41,1145.4,123,0.246,1,0,11,0,94.14,90.17,3.97,1,0,44.01,3.84,0,0,1505.51,0,4,4,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,114
3759.0,3377.53,137,0.274,0,0,12,1,97.71,90.8,6.91,0,0,381.47,11.29,0,0,1445.88,1,22,4,0,0,-0.0771,0,0,1,0,0,0,0,0,1,0,0,1,0,95
445.5,429.59,347,0.694,1,0,12,0,95.71,91.8,3.91,0,0,15.91,3.7,0,0,1741.06,0,21,4,1,0,-0.0955,0,0,0,1,0,0,0,0,1,0,0,0,1,103
3998.63,4459.14,337,0.674,3,0,12,0,94.71,92.57,2.14,0,0,-460.51,-10.33,1,0,1611.25,1,11,4,1,0,-0.0268,0,1,0,0,0,0,0,0,1,0,0,0,1,81
593.2,522.95,421,0.842,6,1,12,0,94.14,92.2,1.94,0,0,70.25,13.43,0,0,1991.8,0,11,4,1,0,-0.5074,0,0,0,1,0,0,0,0,1,0,0,0,1,116
3582.86,3958.79,459,0.918,0,0,12,0,102.71,93.53,9.18,0,0,-375.93,-9.5,1,0,1558.71,1,20,4,1,0,-0.0479,0,1,0,0,0,0,0,0,1,0,0,0,1,88
807.91,960.32,234,0.468,4,0,12,0,101.57,94.03,7.54,0,0,-152.41,-15.87,1,0,2053.9,0,1,4,0,1,-0.0734,1,0,0,0,0,0,0,0,1,0,0,1,0,93
2961.11,3040.63,161,0.322,0,0,1,0,98.57,92.73,5.84,0,0,-79.52,-2.62,1,0,2121.96,1,16,1,0,0,0.004,0,0,0,1,0,0,0,0,1,0,0,1,0,94
3927.59,4370.91,181,0.362,1,0,1,0,95.71,91.73,3.98,0,0,-443.32,-10.14,1,0,2392.71,1,14,1,0,0,-0.2933,0,0,1,0,0,0,0,0,1,0,0,1,0,85
2179.49,1744.68,196,0.392,5,1,2,0,94.29,91.7,2.59,0,0,434.81,24.92,0,1,2534.62,0,19,1,1,0,-0.8987,0,0,1,0,0,0,0,0,1,0,0,1,0,119
1930.71,2024.74,410,0.82,0,0,2,0,96.57,93.27,3.3,0,0,-94.03,-4.64,1,0,2722.49,0,21,1,1,0,3.092,0,0,0,1,0,0,0,0,1,0,0,0,1,77
4967.14,5713.77,355,0.71,1,0,1,0,108.0,108.0,0.0,0,0,-746.63,-13.07,1,0,133.28,1,9,1,0,0,-0.0143,0,0,1,0,0,0,0,0,1,0,0,0,1,60
1839.87,2063.16,459,0.918,2,0,1,0,84.0,84.0,0.0,0,0,-223.29,-10.82,1,0,2923.52,0,21,1,1,0,-0.5559,0,0,0,0,1,0,0,0,1,0,0,0,1,81
2684.56,2200.55,494,0.988,1,0,1,0,83.0,83.0,0.0,0,0,484.01,21.99,0,1,2636.74,0,10,1,1,0,0.0807,1,0,0,0,0,0,0,0,1,0,0,0,1,84
262.04,240.38,400,0.8,3,0,1,0,83.25,83.25,0.0,0,0,21.66,9.01,0,0,2527.69,0,19,1,1,0,-0.0132,0,0,1,0,0,0,0,0,1,0,0,0,1,85
3732.12,3114.69,52,0.104,4,0,1,0,83.6,83.6,0.0,1,0,617.43,19.82,0,0,2070.23,1,17,1,0,0,-0.0036,0,0,1,0,0,0,0,0,1,0,1,0,0,81
4590.94,3897.25,275,0.55,5,1,2,0,83.17,83.17,0.0,0,0,693.69,17.8,0,0,2244.3,1,2,1,0,0,0.2146,0,0,1,0,0,0,0,0,1,0,0,0,1,85
3286.5,3603.87,150,0.3,1,0,2,0,83.43,83.43,0.0,0,0,-317.37,-8.81,1,0,2480.44,1,2,1,0,0,0.0414,1,0,0,0,0,0,0,0,1,0,0,1,0,84
2874.24,3050.87,239,0.478,5,1,2,0,80.0,83.5,-3.5,0,0,-176.63,-5.79,1,0,2976.24,1,5,1,0,0,-3.5114,0,0,0,1,0,0,0,0,1,0,0,1,0,121
4523.44,4294.15,168,0.336,3,0,2,0,88.71,87.67,1.04,0,0,229.29,5.34,0,0,2595.82,1,3,1,0,0,-0.5617,0,0,1,0,0,0,0,0,1,0,0,1,0,82
4672.77,4737.87,466,0.932,2,0,3,0,88.86,87.1,1.76,0,0,-65.1,-1.37,1,0,2914.54,1,11,1,1,0,-5.1717,0,0,0,1,0,0,1,0,0,0,0,0,1,68
1420.51,1144.08,454,0.908,4,0,3,1,86.57,85.36,1.21,0,0,276.43,24.16,0,1,3277.01,0,16,1,0,0,-0.6339,0,0,1,0,0,0,1,0,0,0,0,0,1,98
1948.33,2225.68,106,0.212,2,0,3,0,88.43,86.42,2.01,1,0,-277.35,-12.46,1,0,3406.11,0,5,1,0,0,0.2197,0,0,0,1,0,0,1,0,0,0,1,0,0,106
937.09,835.1,84,0.168,0,0,3,0,92.0,87.92,4.08,1,0,101.99,12.21,0,0,3279.11,0,21,1,1,0,0.1091,1,0,0,0,0,0,1,0,0,0,1,0,0,100
4430.72,4713.53,309,0.618,2,0,4,0,94.14,88.79,5.35,0,0,-282.81,-6.0,1,0,2841.66,1,13,2,1,0,-0.0912,0,0,0,1,0,0,1,0,0,0,0,0,1,66
3147.06,2945.59,218,0.436,3,0,5,0,91.57,87.27,4.3,0,0,201.47,6.84,0,0,3000.18,0,23,2,0,0,-1.6212,0,0,0,1,0,0,1,0,0,0,0,1,0,97
1097.5,945.77,424,0.848,4,0,6,0,88.14,87.88,0.26,0,0,151.73,16.04,0,0,2985.14,0,19,2,1,0,0.1108,0,0,0,1,0,0,0,1,0,0,0,0,1,90
359.05,315.46,89,0.178,6,1,6,0,89.29,88.0,1.29,1,0,43.59,13.82,0,0,2506.8,0,7,2,0,0,-0.5615,0,1,0,0,0,0,0,1,0,0,1,0,0,124
3104.42,2591.1,378,0.756,6,1,6,0,97.29,90.0,7.29,0,0,513.32,19.81,0,0,1875.03,1,16,2,0,0,-0.0306,0,0,0,1,0,0,0,1,0,0,0,0,1,95
